label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13	col_14
3	1280 mph	0.192	Chris	Moreno Valley	665 m/s	-0.9803	1.9249	-572	-475	2418	computer engineering	1355	0.3835	1096	1161
4	-1049 mph	1.0479	Lise	Santa Ana	-419 m/s	1.9488	0.173	493	748	1700	Computer Science	261	0.799	434	1470
0	35 mph	-0.6023	Tony	Irvine	-150 m/s	0.1839	NULL	-1102	170	-457	Bioinformatics	-1480	-1.6351	1301	244
8	-76 mph	0.608	Vani	Chula Vista	360 m/s	1.217	-0.189	-140	-363	-25	Computer Game Design	1296	0.6815	1565	1190
2	1106 mph	2.4435	Inan	San Francisco	1531 m/s	0.4455	1.4908	900	-78	637	Natural Language Processing	1360	1.2058	1254	18
9	1111 mph	0.9944	Michael	San Diego	-2 m/s	0.4614	0.3371	616	693	775	Bioengineering	1884	0.9721	446	557
5	1685 mph	?	Michael	Long Beach, Fresno	274 m/s	1.3598	1.7617	1088	1255	2046	Electrical Engineering	-686	-0.7935	1103	735
4	-68 mph	0.0229	Inan	Santa Ana	280 m/s	0.8711	0.0751	739	-173	1843	Computer Science	223	0.51	121	125
2	320 mph	1.5528	Inan	San Francisco	748 m/s	1.3407	1.2878	260	-349	798	Natural Language Processing	191	-0.1574	-1015	2361
2	2167 mph	1.8923	Inan	San Francisco	1401 m/s	0.7658	-0.0278	-1172	519	-305	Natural Language Processing	1162	0.9942	-984	604
9	356 mph	-0.0524	LISE	San Diego	314 m/s	-1.1267	1.7219	-826	1094	1540	Bioengineering	860	0.0936	-280	-1483
8	3900 mph	0.612	Vani	Chula Vista	731 m/s	0.3602	-0.288	-558	1148	1218	Computer Game Design	-358	2.06	2429	948
8	-933 mph	-0.0543	Vani	Chula Vista	409 m/s	1.2944	-0.3693	636	657	-705	Computer Game Design	-1296	0.1618	-103	46
1	903 mph	1.4142	Vani	Riverside	2802 m/s	1.3139	-3.7187	839	1170	-1775	Bioengineering	-244	0.676	-746	588
5	648 mph	1.9535	Eriq	Long Beach, Bakersfield	-1395 m/s	-0.1516	1.9844	1422	959	-743	Data Science	-597	2.1438	1179	-238
2	1068 mph	0.7829	Inan	San Jose	462 m/s	1.0467	1.3539	-153	474	-60	Natural Language Processing	164	1.1234	-407	2405
6	-21 mph	-0.7047	Reilly	Santa Clarita	-1478 m/s	-0.4096	0.5046	-524	273	976	Statistics	277	0.4437	1766	1612
6	-544 mph	1.1461	REILLY	Santa Clarita	707 m/s	2.1298	0.9806	722	165	580	Applied Mathematics	1330	0.5519	1178	-633
1	562 mph	0.6939	Lise	Riverside	1772 m/s	0.9944	N/A	106	469	-675	Bioengineering	2643	1.5407	-2278	715
2	1121 mph	1.0298	Inan	San Diego	-466 m/s	-1.357	0.0008	2330	679	-382	Natural Language Processing	1907	-0.5486	-1448	2068
6	210 mph	0.5709	Fabrice	sANTA cLARITA	-607 m/s	0.0391	1.9054	-492	544	-904	Applied Mathematics	-737	-0.1006	1553	352
3	1706 mph	1.2105	Chris	Modesto	349 m/s	-0.0111	1.9389	828	1042	1683	Computer Engineering	164	0.5285	2987	1392
1	654 mph	1.427	Andrew	Riverside	951 m/s	1.134	0.5059	561	241	-937	Bioengineering	240	-0.0054	1249	-866
1	2190 mph	0.4553	Fabrice	Los Angeles	407 m/s	-0.5929	0.8638	-1061	1276	1077	Bioengineering	558	2.1972	108	1328
9	N/A	1.7782	Michael	San Diego	409 m/s	0.7181	0.1441	1235	754	1481	Games and Playable Media	40	0.4117	568	-813
2	-1026 mph	1.5784	Inan	San Francisco	-414 m/s	1.5618	-0.9925	951	-1096	925	nATURAL lANGUAGE pROCESSING	-346	0.7058	-731	1453
3	1675 mph	0.9095	Andrew	Moreno Valley	175 m/s	-0.0559	-0.2379	52	2002	418	Computer Engineering	-1813	-0.1968	1124	-850
3	124 mph	0.5917	Fabrice	Modesto	1813 m/s	-0.5409	0.3208	1602	-995	950	Computer Engineering	-784	-0.6581	2622	756
3	-900 mph	-0.3696	Chris	Moreno Valley	1698 m/s	0.5163	2.4463	662	363	1898	Computer Engineering	733	0.7899	921	1561
9	1292 mph	-0.143	MICHAEL	San Diego	1973 m/s	-0.8137	1.6605	-743	1444	1565	Games and Playable Media	948	0.2235	1205	1556
4	-477 mph	0.7095	Lise	Santa Ana	1030 m/s	-0.3921	-0.154	2039	227	1441	Computer Science	-937	0.8173	1190	515
7	-536 mph	0.5864	Andrew	Stockton	957 m/s	0.9028	2.3329	282	1044	0	Robotics Engineering	315	2.3002	429	-2265
4	-476 mph	-0.0964	Lise	Santa Ana	-1276 m/s	1.6667	0.1879	945	731	-110	computer science	-54	1.0526	1816	330
4	803 mph	0.3256	lISE	Santa Ana	1155 m/s	0.1084	-0.4892	150	257	-1063	Computer Science	-227	0.537	10	-453
9	316 mph	0.778	Michael	Bakersfield, Fresno, Sacramento	2431 m/s	0.7382	0.2478	175	-501	37	Computer Game Design	663	0.5853	1557	-1230
6	2219 mph	-1.3502	Sam	Los Angeles	n/a	0.1854	1.7102	2154	955	-675	Applied Mathematics	-281	-0.6161	1140	-1026
6	-59 mph	2.1417	Sam	Santa Clarita	-272 m/s	1.681	0.0832	-1449	1014	411	Statistics	122	0.3572	1696	-725
8	327 mph	-0.0426	Tony	Chula Vista	1825 m/s	0.5634	-0.039	657	463	-1164	Computer Game Design	-210	-0.0257	1003	1844
4	1053 mph	2.3153	Lise	Santa Ana	-568 m/s	0.4707	1.3972	1271	242	1185	Computer Science	-1215	0.2537	-141	-471
6	211 mph	1.2695	Sam	Fremont, Santa Clarita	213 m/s	1.2952	-0.2369	1187	1640	1653	Statistics	-882	1.5285	1179	414
8	424 mph	-2.29	Vani	Chula Vista	672 m/s	1.2621	-0.6962	-201	-1036	846	Computer Game Design	522	0.5465	1601	-146
3	1948 mph	-1.3396	Chris	Moreno Valley	-689 m/s	-0.3706	0.3505	885	-728	1042	Computer Engineering	-240	N/A	1123	756
8	431 mph	0.273	Vani	Modesto	1397 m/s	-0.3459	0.2773	937	1600	1525	Computer Game Design	1041	0.1557	122	252
3	428 mph	-0.315	Lise	Modesto	1547 m/s	0.0921	0.7245	205	538	-520	Computer Engineering	-2150	1.7263	1758	938
9	140 mph	1.8309	Michael	San Diego	981 m/s	-0.5575	1.5888	-71	537	231	Games and Playable Media	-749	0.9322	1305	427
5	619 mph	0.0613	Eriq	Bakersfield, Sacramento, Fresno	-1048 m/s	-0.612	-0.0164	154	1853	1897	Data Science	1006	1.4979	-965	234
2	395 mph	1.5614	Tony	San Francisco	122 m/s	0.3236	-1.5603	1304	50	435	Natural Language Processing	1181	0.9315	1374	407
9	-592 mph	0.2675	Michael	San Diego	1437 m/s	0.3209	1.6825	712	1208	-758	Applied Mathematics	863	1.1706	219	-1060
5	-664 mph	0.4948	Eriq	Long Beach	-1270 m/s	-0.2044	1.5139	1029	456	-989	Electrical Engineering	831	0.2878	-798	764
4	575 mph	-0.275	Lise	Santa Ana	408 m/s	-0.1746	-0.0144	1079	395	-1566	Computer Science	-857	1.3079	56	-434
2	-552 mph	1.2201	Inan	San Jose	367 m/s	0.597	1.8187	-169	1521	1237	Natural Language Processing	533	2.0692	2380	753
9	962 mph	0.7272	Michael	San Diego	228 m/s	0.4556	2.3821	1601	287	994	Games and Playable Media	-160	0.3733	302	911
8	1071 mph	1.3389	Vani	Chula Vista	809 m/s	2.4074	1.0882	294	740	-1035	Computer Game Design	-351	-0.2967	-458	1308
2	640 mph	1.1328	Inan	San Francisco	593 m/s	0.1005	2.4359	1693	-441	-647	Natural Language Processing	-559	1.0301	177	1198
1	-62 mph	1.0172	Fabrice	Riverside	1764 m/s	-0.356	1.604	-586	-262	-138	Bioengineering	1205	2.4179	-101	-1130
4	1076 mph	2.1087	Lise	Santa Ana	1788 m/s	2.1245	3.4606	312	-124	147	Computer Science	1233	0.3667	-778	-104
4	1404 mph	1.6339	Lise	Santa Ana	1086 m/s	0.6431	0.0557	369	-848	767	Computer Science	-230	0.4818	-30	-740
5	1573 mph	1.9342	Eriq	Bakersfield, Long Beach	1128 m/s	-0.4321	0.9145	587	-93	-785	Bioinformatics	238	-0.0364	496	1467
3	499 mph	-0.8238	Chris	Modesto	694 m/s	0.8017	1.7011	-611	-273	-1713	Computer Engineering	-599	1.0015	1575	343
9	2182 mph	0.2264	Michael	San Diego	643 m/s	None	1.5741	465	-358	-39	Games and Playable Media	730	1.1603	1948	1079
7	-1071 mph	2.2071	Andrew	Irvine	174 m/s	-0.2517	-0.3945	2247	765	1075	Computational Media	-817	0.4045	-837	1346
0	-63 mph	2.1438	Tony	Oakland	141 m/s	-0.4116	-1.4142	-775	17	520	Bioinformatics	-327	-0.8327	-789	429
4	1988 mph	0.985	Lise	SANTA ANA	368 m/s	0.6294	0.2145	-662	-811	1222	Computer Science	-157	-0.2342	148	335
5	987 mph	1.1275	Eriq	Fresno, Sacramento	-1417 m/s	-0.2537	0.2493	519	330	-757	Data Science	-62	0.0862	-785	1463
0	1125 mph	0.4202	Inan	Anaheim	-1163 m/s	-0.4228	0.2472	1214	4	1410	Bioinformatics	314	-0.1304	120	549
1	236 mph	2.7558	Fabrice	Riverside	-259 m/s	2.5726	-0.9271	401	549	-689	Bioengineering	-33	0.0335	1753	1284
1	154 mph	-0.6495	Fabrice	Los Angeles	1258 m/s	1.1679	0.0246	820	1209	197	Bioengineering	-60	0.3882	1435	-141
0	720 mph	n/a	Tony	Oakland	-408 m/s	-1.4545	0.6723	372	-299	2010	Bioinformatics	-589	0.1618	426	-435
6	1171 mph	0.288	Reilly	Santa Clarita, Fremont	706 m/s	0.6829	-0.1811	-1020	717	1212	Applied Mathematics	207	0.98	1513	129
9	-1772 mph	-0.6298	Michael	San Diego	1214 m/s	3.1711	1.8613	1087	1146	-355	Games and Playable Media	1112	1.1872	213	1896
3	1443 mph	0.3782	Andrew	Moreno Valley	179 m/s	0.6934	1.6401	1151	-980	1101	Computer Engineering	482	-0.2134	30	-24
9	1175 mph	-1.3092	Michael	San Diego	-15 m/s	-0.7808	1.6103	-272	-111	-767	Games and Playable Media	870	1.33	792	-31
1	73 mph	1.2789	fABRICE	Riverside	168 m/s	1.7414	0.4983	1010	-485	-542	Bioengineering	444	0.3315	1602	323
0	284 mph	2.4486	Tony	Oakland	629 m/s	1.2347	0.5753	6	-618	-817	Applied Mathematics	538	0.2022	321	-1376
4	1846 mph	1.1722	Lise	Santa Ana	-1018 m/s	2.322	-0.3455	240	203	613	Computer Science	-648	0.8622	284	354
8	915 mph	-0.4347	Vani	Chula Vista	1159 m/s	-0.3176	0.4461	659	-137	-943	Computer Game Design	-1203	-0.4222	52	-824
7	1172 mph	1.5454	Andrew	Stockton	1161 m/s	0.5228	-1.8381	2122	214	1559	Biotechnology	1287	1.0864	-1252	85
2	-129 mph	-0.0928	Vani	San Jose	749 m/s	-0.4572	0.8515	545	-655	-1276	Natural Language Processing	57	0.3864	-618	629
4	1140 mph	0.5913	Lise	Santa Ana	320 m/s	0.4053	1.6306	-574	369	1441	Computer Science	293	1.1923	158	225
3	455 mph	0.13	Chris	Moreno Valley	569 m/s	0.3115	0.7161	1041	1620	404	cOMPUTER eNGINEERING	177	1.1543	1575	-1148
1	-809 mph	1.1937	lISE	Los Angeles	870 m/s	-1.5703	2.3705	567	594	130	Bioengineering	839	-0.3001	714	1095
1	2025 mph	1.2625	Fabrice	Riverside	1469 m/s	0.4967	-0.9386	-111	1305	-1097	bIOENGINEERING	102	1.8968	2256	1190
2	278 mph	2.2882	Inan	San Jose	667 m/s	1.7918	1.9646	414	-916	-416	COMPUTER GAME DESIGN	-868	-0.7003	456	-678
6	662 mph	-0.2766	Sam	Santa Clarita, San Bernardino	456 m/s	1.7898	-0.2786	528	-802	-78	Applied Mathematics	1639	0.8652	495	-54
2	985 mph	2.3833	Inan	Santa Ana	74 m/s	-0.2452	2.848	348	11	709	Natural Language Processing	-28	0.9596	-510	2132
2	780 mph	0.4228	Andrew	San Jose	1317 m/s	0.5104	0.2539	-88	321	-112	Natural Language Processing	1000	1.9514	160	1394
1	-18 mph	0.9647	Fabrice	Riverside	200 m/s	0.7923	0.2517	108	-3	336	Bioengineering	-529	0.6825	1981	1267
5	261 mph	-0.1209	Eriq	Oakland	206 m/s	0.299	1.6002	935	19	312	Electrical Engineering	-109	1.5882	-1283	961
9	1480 mph	0.3039	Michael	San Diego	61 m/s	0.4638	1.2409	1809	1189	2412	Games and Playable Media	-495	1.4297	2192	66
2	2791 mph	2.3088	Inan	San Francisco	75 m/s	0.0888	1.8296	147	-1061	1219	Computer Game Design	927	2.1103	-776	-325
2	775 mph	1.8928	Inan	San Bernardino, Santa Clarita	-1319 m/s	1.8003	0.9463	664	-67	2479	Natural Language Processing	-470	0.0998	16	-118
1	1376 mph	1.3736	Tony	Riverside	964 m/s	2.0148	0.3413	837	1795	-789	Bioengineering	-916	-0.0207	2644	457
6	2057 mph	1.6791	Reilly	San Bernardino, Fremont	1244 m/s	0.9261	0.613	-1538	-862	-96	Natural Language Processing	1806	1.2	1777	-436
5	56 mph	1.2012	ERIQ	Fresno, Long Beach	578 m/s	-0.9931	2.9504	-83	377	987	Electrical Engineering	145	1.3823	-74	-960
2	-296 mph	0.0055	Inan	San Francisco	-225 m/s	-1.0662	0.4606	-192	-28	2017	Natural Language Processing	36	0.319	-1162	2021
7	779 mph	0.8189	Andrew	Anaheim	2109 m/s	0.854	0.2042	1616	1180	1231	Applied Mathematics	229	0.1056	1024	-176
2	-1102 mph	0.9377	Inan	San Jose	1316 m/s	1.9118	-1.2047	267	-852	725	Natural Language Processing	174	0.6708	1385	1335
0	1144 mph	2.7787	Tony	Oakland	380 m/s	0.5157	0.7195	329	-299	2454	Bioinformatics	272	None	-246	-550
2	1111 mph	1.8126	Tony	San Jose	1210 m/s	-0.1599	0.956	650	-36	-810	Natural Language Processing	22	0.0629	917	2624
7	996 mph	0.0883	Andrew	Anaheim	1430 m/s	0.8675	-0.7288	519	1854	888	Biotechnology	1983	0.4228	-1829	2248
0	1108 mph	1.4448	Tony	Oakland	-788 m/s	-0.7173	N/A	1445	356	1001	BIOINFORMATICS	1276	0.451	-228	137
1	-172 mph	1.0132	Fabrice	Los Angeles	3031 m/s	0.3648	2.0878	603	370	101	Bioengineering	215	1.268	-824	-112
7	-1272 mph	0.9173	Andrew	Stockton	873 m/s	1.2805	0.2021	544	-288	1663	Technology and Information Management	-594	0.5538	-870	-72
5	-828 mph	2.0219	Eriq	Long Beach, Bakersfield	579 m/s	1.1203	1.3349	623	518	209	Electrical Engineering	-1106	0.0896	-40	357
4	316 mph	2.1378	Lise	Santa Ana	940 m/s	-0.071	-0.0578	619	-112	-170	Natural Language Processing	232	0.3392	293	505
8	-802 mph	1.4527	Vani	Chula Vista	-69 m/s	-0.0141	-0.2173	-110	692	504	Computer Game Design	64	0.29	1777	1690
6	978 mph	-1.176	Sam	San Jose	-440 m/s	0.2403	-0.5335	701	331	504	Statistics	430	0.1649	1683	N/A
3	1044 mph	0.395	Chris	Modesto	1347 m/s	2.359	1.2424	-357	1222	743	Computer Engineering	-852	1.4652	-850	1239
2	-526 mph	0.7935	Inan	San Jose	55 m/s	-0.2219	-0.5933	-384	-226	-421	Natural Language Processing	47	0.7422	1056	1187
6	2 mph	-1.1443	rEILLY		-529 m/s	0.5821	0.2364	656	-1218	1618	Applied Mathematics	-112	-0.943	389	1501
8	1167 mph	0.7295	Vani	Chula Vista	879 m/s	0.2	None	-141	583	715	Computer Game Design	113	-0.5461	1510	1673
9	-1047 mph	-0.3584	Michael	San Diego	572 m/s	1.0795	0.9717	1322	646	655	Games and Playable Media	123	1.714	2140	1532
7	-307 mph	1.6929	Andrew	Stockton	962 m/s	0.3919	0.3019	741	1777	-387	Computational Media	1353	-0.8649	234	885
7	1045 mph	1.3474	Sam	Stockton	434 m/s	-0.0009	1.2212	1371	1089	-1486	Robotics Engineering	452	-0.555	447	827
7	-1372 mph	0.4652	Andrew	Anaheim	-4 m/s	0.8012	0.751	575	-543	1822		1399	-0.1715	-1454	388
7	105 mph		Andrew	Stockton	424 m/s	0.2363	-0.2111	270	-5	614	Human Computer Interaction	55	1.0098	-251	54
9	-303 mph	-0.5692	Michael	Chula Vista	1007 m/s	0.8345	0.8467	218	105	-204	Games and Playable Media	1898	1.1225	567	1181
6	3863 mph	-0.0685	Reilly	Santa Clarita	-431 m/s	-0.5395	0.1545	486	-708	-678	Applied Mathematics	1	-0.194	2313	2768
0	1054 mph	1.0366	Tony	Oakland	1499 m/s	1.8992	-0.0943	1804	-875	760	Bioinformatics	-179	-0.0396	-788	654
8	72 mph	0.7688	Vani	Chula Vista	-394 m/s	1.6027	-1.4699	-132	1290	n/a	Games and Playable Media	617	1.8403	969	-318
6	282 mph	0.971	Reilly	Chula Vista	-283 m/s	0.6943	0.3437	-618	2203	940	Applied Mathematics	-690	0.5196	2159	-74
1	-100 mph	0.5961	Fabrice	Riverside	606 m/s	0.5748	0.2159	-1053	272	-212	Bioengineering	1513	-1.2866	459	235
4	-1559 mph	0.8755	Lise	Santa Ana	522 m/s	1.3638	1.4336	-548	507	1141	Computer Science	676	0.3566	-1440	-412
8	-62 mph	1.3891	Vani	Chula Vista	2432 m/s	1.7316	-0.4616	200	927	1195	Computer Science	453	0.8458	1005	196
3	19 mph	-0.8783	Andrew	Modesto	537 m/s	-0.0749	2.1317	1748	852	1068	Computer Engineering	940	1.4449	1707	693
9	1045 mph	0.5983	Andrew	San Diego	654 m/s	0.4042	1.4942	1200	135	-1304	Games and Playable Media	1866	0.9543	838	-350
2	938 mph	1.3584	Fabrice	San Jose	806 m/s	-0.776	2.4488	98	871	1492	Natural Language Processing	161	2.0828	1378	-350
1	1223 mph	2.0933	Fabrice	Riverside	1403 m/s	-0.4133	1.8196	-883	1339	288	Bioengineering	-2098	0.8449	2546	-1114
6	382 mph	0.7293	Sam	Fremont	-737 m/s	1.7173	1.8818	-602	-148	646	Statistics	-412	0.6854	350	-215
4	57 mph	1.2893	Lise	Santa Ana	-852 m/s	0.3694	1.1562	2943	732	1278	Computer Science	493	-0.314	-547	1813
1	559 mph	0.4431	Fabrice	Riverside	1704 m/s	-1.0881	0.9048	980	300	351	Bioengineering	1015	-0.1268	2169	-1595
2	-1267 mph	1.0929	Inan	San Francisco	-525 m/s	1.3146	1.8548	-663	-595	1546	Natural Language Processing	-1056	2.3454	-1698	858
4	979 mph	1.4234	Lise	Santa Ana	359 m/s	1.4765	0.7387	2366	1200	1529	Computer Science	426	0.7198	340	-202
8	-39 mph	-0.6251	vani	Chula Vista	993 m/s	0.8206	-0.847	-442	150	426	Computer Game Design	2968	0.1986	2287	1606
6	698 mph	-0.9037	Reilly	sANTA cLARITA	-164 m/s	1.2349	-0.4957	96	690	83	Statistics	202	0.5815	1282	-98
7	847 mph	0.1937	Andrew	Stockton	134 m/s	-0.1252	1.0775	1634	-299	-89	Biotechnology	-721	-1.0362	-167	2763
3	1676 mph	-0.8433	Inan	Moreno Valley	560 m/s	0.0304	0.2863	1174	-174	352	Computer Engineering	323	1.0881	1662	-437
6	361 mph	-1.1279	Andrew	Santa Clarita, San Bernardino	1929 m/s	0.9605	0.5108	970	471	713	Applied Mathematics	-888	0.4627	850	-314
5	-539 mph	0.9146	Eriq	Sacramento	907 m/s	0.6002	2.1605	611	720	-1779	Data Science	147	0.0342	1849	-196
8	119 mph	-0.3111	Vani	Chula Vista	743 m/s	1.0339	-0.5268	938	603	529	Computer Game Design	1851	0.0022	-447	-445
5	1366 mph	1.0811	Eriq	Long Beach, Sacramento	-724 m/s	-0.2196	1.0594	1712	644	1153	Computational Media	261	-0.0053	1684	-173
4	1384 mph	1.0225	Lise	Santa Ana	985 m/s	-0.3343	2.6936	-611	1025	368	Computer Science	649	-0.5181	882	81
3	1016 mph	0.7499	Chris	Moreno Valley	26 m/s	-0.352	1.4807	668	87	62	COMPUTER ENGINEERING	634	1.3529	1206	761
6	1417 mph	-0.4022	Sam	Fremont, San Bernardino	202 m/s	0.4157	0.9377	1381	1081	821	Statistics	-295	0.3997	2826	249
6	-789 mph	-0.2337	Sam	Fremont, Santa Clarita	-721 m/s	1.2204	-0.9542	1844	19	-565	Technology and Information Management	-876	0.3941	2592	-183
0	1931 mph	2.1264	Tony	Irvine	-360 m/s	0.1964	0.1468	-376	127	-345	Bioinformatics	-437	-1.0365	486	1752
9	-1345 mph	0.3471	Michael	San Diego	-1040 m/s	-0.763	3.2444	1447	1053	1015	Games and Playable Media	1071	1.559	282	311
1	1210 mph	2.4002	Fabrice	Chula Vista	193 m/s	0.9927	-0.4035	1586	257	196	Computer Game Design	-265	-0.8216	1587	-1227
2	1039 mph	1.8238	Tony	San Jose	1239 m/s	0.1766	1.0907	NULL	228	3596	Natural Language Processing	-272	-0.9119	1681	-250
7	1323 mph	1.549	Tony	Stockton	956 m/s	0.568	-0.9756	640	910	-840	Biotechnology	-561	0.6417	1549	1257
1	941 mph	1.9564	Fabrice	Riverside	1413 m/s	1.9269	2.3103	1238	248	36	Bioengineering	594	-0.1408	14	-506
2	856 mph	0.9364	Inan	San Jose	-459 m/s	0.9306	1.2796	1717	417	1062	Natural Language Processing	694	0.5861	2710	384
4	1472 mph	0.0325	Lise	Santa Ana	995 m/s	1.0017	0.1758	1571	-242	?	Computer Science	871	1.2352	201	575
0	976 mph	0.3855	Andrew	San Jose	-178 m/s	-0.1925	0.7583	-164	-1135	1088	Human Computer Interaction	1000	-0.2272	1590	997
7	-565 mph	1.8947	tony	Anaheim	446 m/s	-0.141	-0.6523	881	580	160	Robotics Engineering	-1096	0.9931	-282	-390
3	-1226 mph	0.1895	Sam	Moreno Valley	146 m/s	0.6845	1.7879	355	91	0	Computer Engineering	1700	0.9698	1099	-150
2	857 mph	1.1603	Inan	San Francisco	34 m/s	0.6077	2.1723	488	467	1885	Natural Language Processing	-559	-0.0897	993	-122
3	1637 mph	1.4922	Chris	MODESTO	-281 m/s	1.2874	1.6763	455	-371	1187	Computer Engineering	761	-0.1744	1551	292
8	1525 mph	0.7153	Vani	Chula Vista	1182 m/s	1.6198		1004	-183	-1372	Computer Game Design	3750	0.3535	457	1561
7	1330 mph	1.9613	Andrew	Stockton	1848 m/s	0.4139	1.3083	1282	-889	-626	Computational Media	-193	0.4151	-678	-538
9	1687 mph	0.983	Michael	San Diego	1643 m/s	0.4013	2.207	2668	423	-1100	Games and Playable Media	-717	1.8355	2120	62
5	2081 mph	0.879	Vani	Sacramento	-125 m/s	1.6323	1.2952	1574	470	-522	Natural Language Processing	848	0.2833	1638	372
7	1751 mph	1.8377	Andrew	Anaheim	646 m/s	0.2718	0.7255	2209	2806	1003	Computational Media	260	-0.46	1086	-27
7	-58 mph	1.8256	Andrew	Anaheim	1893 m/s	1.8244	0.176	539	1365	156	Robotics Engineering	237	1.0821	-1111	1191
9	618 mph	1.5829	Michael	San Diego	1252 m/s	1.1067	0.8176	848	616	241	Games and Playable Media	694	1.7046	1806	1037
0	-752 mph	-0.4624	Tony	Irvine	452 m/s	2.0361	1.9158	-836	862	2240	Bioinformatics	-876	2.4979	-579	-261
5	-1271 mph	2.0534	Eriq	Chula Vista	-416 m/s	-0.2624	0.8831	913	1801	788	Electrical Engineering	80	0.0038	731	883
0	-2251 mph	0.999	Tony	Oakland	640 m/s	-0.7733	0.495	1708	-112	325	Bioinformatics	388	1.6104	-774	-2851
1	1566 mph	1.1537	Fabrice	Los Angeles	152 m/s	-1.1007	-0.5655	884	1276	-440	Bioengineering	1902	0.0173	1692	-782
2	367 mph	-0.7992	Inan	San Jose	271 m/s	-0.6206	1.8538	5	-552	569	Natural Language Processing	1679	0.13	-298	-1042
6	33 mph	1.2041	Reilly	San Bernardino	1449 m/s	-1.1031	0.8835	-118	68	441	Applied Mathematics	2130	1.1238	361	933
4	-460 mph	0.1016	None	Santa Ana	253 m/s	0.2641	0.9246	491	1767	1597	Computer Game Design	731	0.0115	712	874
1	1309 mph	0.8272	Fabrice	Los Angeles	1032 m/s	0.6753	0.6407	1105	717	-1416	Bioengineering	-365	-0.1158	3466	29
4	-556 mph	1.8412	Lise	Santa Ana	1190 m/s	0.5961	0.9175	1687	2439	880	Computer Science	-323	-0.0686	287	-356
1	-253 mph	2.49	Fabrice	Riverside	-99 m/s	-1.3724	-1.1504	1438	759	710	Bioengineering	375	1.3141	843	960
3	195 mph	-0.195	Chris	Moreno Valley	1108 m/s	-0.2717	2.5959	1819	-194	865	Computer Engineering	-960	1.3186	-476	-1911
8	1969 mph	0.9112	Vani	Chula Vista	-159 m/s	1.7004	1.134	419	707	1265	Computer Game Design	2165	0.6644	226	965
7	1171 mph	2.2257	Lise	Stockton	429 m/s	0.4361	1.2028	654	407	-825	Technology and Information Management	653	0.6431	2377	1009
0	744 mph	3.041	Tony	Oakland	350 m/s	0.6458	-0.5242	-75	1245	594	Bioinformatics	-645	0.0815	1321	301
7	NULL	2.3036	Andrew	Stockton	-9 m/s	0.8291	0.4614	1511	1403	314	Computational Media	-521	-0.7868	85	-1263
0	1400 mph	0.4897	Tony	Irvine	457 m/s	0.2565	-0.9663	268	585	957	Human Computer Interaction	823	-0.1725	-148	-427
3	-51 mph	1.5372	Chris	Sacramento, Long Beach	-42 m/s	0.0683	1.1176	1613	341	270	Computer Engineering	-805	-0.0349	-11	1518
6	586 mph	-0.3878	Andrew	Fremont	-1516 m/s	0.6501	-0.4549	256	696	1148	Statistics		0.5625	997	1823
7	1455 mph	0.3691	Andrew	Stockton	899 m/s	0.4678	0.3203	860	783	1207	Technology and Information Management	465	1.257	-256	-593
5	-278 mph	1.7484	Eriq	Long Beach	54 m/s	-0.2424	-0.1092	321	590	18	Data Science	-201	0.1845	1156	1043
7	957 mph	0.9888	Andrew	Stockton	1233 m/s	1.7445	0.4196	-494	-145	535	Technology and Information Management	-637	-0.2848	389	1051
4	818 mph	1.348	Lise	Santa Ana	124 m/s	-0.0984	-0.7737	1233	60	1764	cOMPUTER sCIENCE	-1787	0.9466	-691	-91
9	-73 mph	0.7343	Eriq	San Diego	-420 m/s	-0.3401	1.6988	1409	624	606	Games and Playable Media	882	1.5268	2578	-1535
8	3189 mph	0.5201	Vani	Chula Vista	1370 m/s	-1.413	2.1375	454	903	-1169	Computer Game Design	1306	1.4917	1478	-850
0	-50 mph	1.0122	Tony	N/A	-582 m/s	0.5915	-0.6118	1631	-733	1744	Bioinformatics	957	1.2313	-1194	-222
1	1246 mph	-1.0799	Fabrice	Riverside	768 m/s	0.1518	-1.1576	-37	-401	1646	Bioengineering	-1438	0.0237	688	493
7	-41 mph	2.0037	Andrew	Anaheim	163 m/s	-0.0368	-1.7603	-3	-585	298	Biotechnology	-27	0.6907	643	-98
5	2840 mph	-0.8735	Michael	Sacramento, Fresno	426 m/s	1.1926	1.9152	2478	857	1791	Data Science	612	0.0528	1926	-49
2	784 mph	0.3672	Inan	San Jose	929 m/s	1.1802	0.2253	-1263	1477	1423	Natural Language Processing	802	0.3513	216	212
2	67 mph	0.3631	Inan	San Jose	737 m/s	-1.0221	-0.134	386	336	1084	Natural Language Processing	427	1.8573	-811	1088
1	419 mph	1.7946	Fabrice	Santa Ana	1103 m/s	0.299	0.9442	-315	767	292	Bioengineering	1110	0.0779	1453	-86
8	309 mph	-0.0218	Vani	Chula Vista	-261 m/s	1.2295	0.1147	446	2071	631	Computer Game Design	2510	1.0264	-579	454
2	1714 mph	1.5918	Vani	San Jose	368 m/s	0.1822	3.2058	-534	723	566	Applied Mathematics	-619	0.5384	1058	?
0	-396 mph	0.5329	Sam	Irvine	895 m/s	0.7639	0.7732	1464	140	408	Bioinformatics	-26	-0.0153	744	75
